index,tweet
10678,#AssemblyElections2022  Five States पांच राज्यों में बजा चुनावी बिगुल https://t.co/81CZPQWV6m via @kooIndia
10691,#SPFhr के द्वारा 23 फरवरी 2022 को #AssemblyElections2022  चुनाव होने के संबंध में जनपद #फतेहपुर के सभी मतदाताओं को वोटिंग करने के लिए अपील की गयी। #UPPolice https://t.co/J2MlxK9y2H
10711,"#spksn के निर्देश के क्रम में CoKasya, #ShoHata &amp; #अर्द्धसैनिकबलों के साथ थाना हाटा क्षेत्र में फ्लैग मार्च कर आगामी #विधानसभाचुनाव  के दृष्टिगत #COVID19 के नियमों तथा आदर्श आचार संहिता के पालन करने की अपील की गयी। #YourVoteMatters
 #AssemblyElections2022 
#AgelessDemocracy https://t.co/9xXpfQzPuA"
10718,"तीसरे चरण के अंतर्गत 59 विधानसभा निर्वाचन क्षेत्रों में 20 फरवरी को मतदान होगा

आओ हम फर्रुखाबादवासी शपथ लें

प्रदेश की उन्नति में देंगे योगदान
हर हाल में हम करेंगे मतदान

मतदान का समय: प्रात: 07 बजे से शाम 06 बजे तक

#ECI
#AssemblyElections2022 
#GoVote 
#GoVoteUP_Phase3 https://t.co/yWdJz90dGN"
10733,"@priyankagandhi @myogiadityanath चाहे केंद्र की मोदी सरकार हो या उत्तरप्रदेश की आदित्यनाथ सरकार हो जब तक संघी सरकार रहेंगी आमजन, युवा, गरीब, समाज की बर्बादी तय!
इस बर्बादी को रोकने का एकमात्र रास्ता,
संघी सरकारों की वोट की चोट से विदाई!
जयहिंद!
#Elections2022 #UttarPradeshElections2022 #AssemblyElections2022"
10737,#BastiPolice चौकी महाराजगंज थाना कप्तानगंज पुलिस बल द्वारा #AssemblyElections2022 के दृष्टिगत थाना क्षेत्र अन्तर्गत पैदल गश्त करते हुए संदिग्ध व्यक्तियों/वाहनों की चेकिंग की गयी- https://t.co/VLsEOVuE3R
10739,"Exit poll देख कर मिठाई और पटाखे का आर्डर ना दें...
कभी कभी सजी सजाई दुल्हन भी मंडप से भाग जाती है।
😂😂😂😂😂
#AssemblyElections2022 
#UPElection2022
#ExitPoll2022"
10750,"बारहवीं के बाद इंटर करने वाला छात्र ।

#AssemblyElections2022 #AmitShah #BJP_हटाओ_देश_बचायो https://t.co/JIZzoiJIqq"
10755,"PM Modi Interview: यूपी में BJP की ठोक दो वाली राजनीति के आरोपों पर पीएम मोदी ने दिया जवाब

#PMNarendraModi #AssemblyElections2022 

https://t.co/3I4Zve7LrD"
10761,"लेकिन इस लिस्ट ने यह साबित कर दिया कि कांग्रेस का कैम्पेन 'लड़की हूं लड़ सकती हूं' महज एक धोखा ही है। इस चुनाव को प्रधानी का चुनाव बनाने में कांग्रेस ने कोई कसर नहीं छोड़ी। 
3/3

@priyankagandhi @INCUttarPradesh #UttarPradeshElections2022 #AssemblyElections2022 #Ghosi #mau"
10762,"#ElectionBreaking : पश्चिमी यूपी में कैराना से प्रचार करेंगे अमित शाह, घर-घर जाकर मांगेंगे वोट

#Elections2022 #UPElections2022 #AssemblyElections2022 #AmitShah 

#ABPNews Live at : https://t.co/Ncm8RpgHcG https://t.co/PeXrHvTcDL"
10768,"#CharanjitSinghChanni के चेहरे पर बदली पंजाब की सियासत 
देखिए #Vote4Good में ख़ास रिपोर्ट @k_navjyot  के साथ    

#Punjab #PunjabElection2022 #AssemblyElections2022 https://t.co/wB7OHvAIqi"
10772,"यूपी की VIP सीटों का सबसे बड़ा EXIT POLL, गोरखपुर और करहल की सीट कौन जीतेगा ?

#ZeeExitPoll LIVE

#AssemblyElections2022 @aditi_tyagi 
#LiveUpdates - https://t.co/asaJAvmeIt https://t.co/smnecIAx1i"
10776,"#Aligarh
#AligarhPoliceInNews
#UPPInNews   
एसएसपी अलीगढ़ ने मतदान केन्द्रों की सुरक्षा व्यवस्था का किया निरीक्षण । 

पुलिस एवं प्रशासनिक अधिकारी/ कर्मचारी शान्तिपूर्ण, निष्पक्ष एवं निर्भीक रूप से करायें मतदान
#AssemblyElections2022
#YourVoteMatters
#AgelessDemocracy https://t.co/yLtS2IShNw"
